max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,CFS,PFS,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,7.095238095238095,0.0,0.0,0.7864080045449311,True,0.016669329156388468,3.8202272758900273,3.8781157176440155,0.0,0.0
0.05,12,5,False,7.095238095238095,0.0,0.0,1.0,True,0.04014170360681196,3.5558699877294107,4.366937402756396,0.0,0.0
0.05,12,10,False,7.095238095238095,0.0,0.0,1.0,True,0.003746768485448193,2.2802722466069163,2.8246931776531508,0.0,0.0
0.05,12,15,False,7.095238095238095,0.0,0.07835235962947067,1.0,True,0.305552601945005,1.9345438878246615,2.492481636507632,0.0,0.0
0.05,12,20,False,7.095238095238095,0.0,0.0,1.0,True,0.030574002826031232,3.1885585451851393,2.4949436614808596,0.0,0.0
0.05,12,25,False,7.095238095238095,0.0,1.0,1.0,True,0.16006301999150777,2.774019410771862,2.4823824788345803,0.0,0.0
0.05,12,30,False,7.095238095238095,0.0,0.0,1.0,True,0.24102263576936245,2.6265921107544923,2.5038002347508908,0.0,0.0
0.05,14,0,False,7.726851851851851,0.0,0.0,0.9897898042909726,True,0.06974570558897361,3.1228818486240337,3.972784486290675,0.0,0.0
0.05,14,5,False,7.726851851851851,0.0,0.0,1.0,True,0.0011252686468994633,3.823401656411357,4.281783556431262,0.0,0.0
0.05,14,10,False,7.726851851851851,0.0,0.0,1.0,True,0.3514033807547511,3.106612329102827,3.282994126797915,0.22821111111111114,0.179161111111111
0.05,14,15,False,7.726851851851851,0.0,1.0,1.0,True,0.3298888888888889,1.382306237752263,2.1157629629629637,0.0,0.0
0.05,14,20,False,7.726851851851851,0.0,0.8547943440036228,1.0,True,0.3298888888888889,2.3178665363938125,2.1157629629629637,0.0,0.0
0.05,14,25,False,7.726851851851851,0.0,1.0,1.0,True,0.04811646262787034,2.087504732959892,2.1109513167001763,0.0,0.0
0.05,14,30,False,7.726851851851851,0.0,1.0,1.0,True,0.07351594039498832,2.76863329250459,2.0661796060469415,0.0,0.0
0.05,16,0,False,8.391534391534393,0.0,0.0,0.9167053619440217,True,0.10286250379447957,3.5025148186385175,3.9625352252477066,0.0,0.0
0.05,16,5,False,8.391534391534393,0.0,0.0,1.0,True,0.07704527779716061,3.209655238257464,4.438702803885515,0.0,0.0
0.05,16,10,False,8.391534391534393,0.0,0.0,1.0,True,0.5584912416368963,3.602359532530919,3.8834269774537065,0.5875666666666666,0.5385166666666663
0.05,16,15,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.448825976540853,1.7608927248677233,0.0,0.0
0.05,16,20,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.051472442973763,1.6678010582010572,0.0,0.0
0.05,16,25,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.527912965125207,1.6678010582010572,0.0,0.0
0.05,16,30,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,1.3397600351581023,1.6678010582010572,0.0,0.0
0.05,18,0,False,9.089285714285715,0.0,0.0,0.7836376423950492,True,0.13310305406957243,3.341831667511543,4.0803774272676,0.0,0.0
0.05,18,5,False,9.089285714285715,0.0,0.0,1.0,True,0.0571340970692748,3.0269086356179864,4.225713781072142,0.0,0.0
0.05,18,10,False,9.089285714285715,0.0,0.0,1.0,True,0.030922707877462353,3.7460285160800586,4.476119325062203,0.0,0.0
0.05,18,15,False,9.089285714285715,0.0,0.9986857752647411,1.0,True,0.02068282186042275,1.435223594502368,1.9187270991602734,0.0,0.0
