max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,CFS,PFS,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,7.095238095238095,0.0,0.0,1.0,True,0.022002347424143753,3.7963644642669534,4.648998474112594,0.0,0.0
0.05,12,5,False,7.095238095238095,0.0,0.0,1.0,True,1.1005668869514924,3.4829367325935445,4.257127112746226,0.9634444444444443,0.9143944444444443
0.05,12,10,False,7.095238095238095,0.0,0.7468749135322424,1.0,True,0.26164510674288954,1.5844485007972162,2.4918167192076064,0.0,0.0
0.05,12,15,False,7.095238095238095,0.0,1.0,1.0,True,0.26214322945741464,2.5953863952559564,2.1385279139911715,0.0,0.0
0.05,12,20,False,7.095238095238095,0.0,0.0,1.0,True,0.16178769081029382,1.9002497023495817,2.4185791221524724,0.0,0.0
0.05,12,25,False,7.095238095238095,0.0,1.0,1.0,True,0.16759218085194894,1.3298888718556725,2.1147351258537768,0.0,0.0
0.05,12,30,False,7.095238095238095,0.0,0.0,1.0,True,0.2650651868299226,2.6772715689796005,2.348421669484395,0.0,0.0
0.05,14,0,False,7.726851851851851,0.0,0.0,1.0,True,0.02616597319727837,3.5679196243369704,4.365951727540584,0.0,0.0
0.05,14,5,False,7.726851851851851,0.0,0.0,1.0,True,0.08745182653133926,3.3910240534581133,4.815750263097587,0.0,0.0
0.05,14,10,False,7.726851851851851,0.0,0.0,1.0,True,0.136574818204864,2.9011564305652255,2.923771642929151,0.13011111111111107,0.13011111111111107
0.05,14,15,False,7.726851851851851,0.0,1.0,1.0,True,0.09738888888888853,-0.4297387568720614,0.6376574074074073,0.0,0.0
0.05,14,20,False,7.726851851851851,0.0,0.8107796889856317,1.0,True,0.3298888888888889,2.452602252014379,2.1157629629629637,0.0,0.0
0.05,14,25,False,7.726851851851851,0.0,1.0,1.0,True,0.3074560678767452,1.7153397166081508,1.7544173561752903,0.0,0.0
0.05,14,30,False,7.726851851851851,0.0,1.0,1.0,True,0.038748482554126995,2.82763316897653,1.637287213258042,0.0,0.0
0.05,16,0,False,8.391534391534393,0.0,0.0,1.0,True,0.16943079138144507,3.23004194971496,4.050369830450934,0.0,0.0
0.05,16,5,False,8.391534391534393,0.0,0.0,1.0,True,0.1200016485973755,2.8735459553116476,4.921958564691734,0.0,0.0
0.05,16,10,False,8.391534391534393,0.0,0.0,1.0,True,0.7106136953759239,3.0972556069731194,3.5298002373999857,0.5875666666666666,0.5385166666666663
0.05,16,15,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.907448144322938,1.7608927248677233,0.0,0.0
0.05,16,20,False,8.391534391534393,0.0,1.0,1.0,True,0.35894444444444473,2.239903366155567,1.600451058201057,0.0,0.0
0.05,16,25,False,8.391534391534393,0.0,1.0,1.0,True,0.04256572255933827,1.7883223343338264,0.9529444859451237,0.0,0.0
0.05,16,30,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,1.3191668849922102,1.6592566137566127,0.0,0.0
0.05,18,0,False,9.089285714285715,0.0,0.0,0.9387151635216406,True,0.036546824166180214,3.5189214879784965,4.275661703504363,0.0,0.0
0.05,18,5,False,9.089285714285715,0.0,0.0,1.0,True,0.013111082562748677,3.6785129490870867,4.847294377185656,0.0,0.0
0.05,18,10,False,9.089285714285715,0.0,0.0,1.0,True,1.220593161253429,4.164222870321969,4.323049967623764,1.3393222222222223,1.1921722222222222
0.05,18,15,False,9.089285714285715,0.0,1.0,1.0,True,0.23618979629412148,1.0814631014467428,1.8873022758765847,0.0,0.0
0.05,18,20,False,9.089285714285715,0.0,1.0,1.0,True,0.26150000000000007,-0.015027865246046268,0.8506857142857163,0.0,0.0
0.05,18,25,False,9.089285714285715,0.0,1.0,1.0,True,0.032406286497461745,2.4578816396807825,0.9714747713110965,0.0,0.0
0.05,18,30,False,9.089285714285715,0.0,1.0,1.0,True,0.3880000000000001,2.3239691284274473,0.7747857142857173,0.0,0.0
0.05,20,0,False,9.82010582010582,0.0,0.0,1.0,True,0.12230889869535938,3.315398701809987,4.938009085433788,0.0,0.0
