max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,CFS,PFS,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,7.095238095238095,0.0,0.0,0.8667002549922697,True,0.0762031098220102,2.6892033371216124,3.9389466373344257,0.0,0.0
0.05,12,5,False,7.095238095238095,0.0,0.0,1.0,True,0.2160386589850169,2.915686604276222,4.443893510328823,0.0,0.0
0.05,12,10,False,7.095238095238095,0.0,0.0,1.0,True,0.19472570920801313,1.8840119455787363,2.51916969846601,0.0,0.0
0.05,12,15,False,7.095238095238095,0.0,0.5256968005200965,1.0,True,0.36344081660075883,1.8108172633392767,2.4617446368027442,0.0,0.0
0.05,12,20,False,7.095238095238095,0.0,0.0,1.0,True,0.08930996699565513,3.295350631177074,2.486133266855415,0.0,0.0
0.05,12,25,False,7.095238095238095,0.0,1.0,1.0,True,0.016549056297062992,1.6034942771133753,2.1528866549120487,0.0,0.0
0.05,12,30,False,7.095238095238095,0.0,0.0,1.0,True,0.27097956232422027,2.639597094124425,2.4963399054535556,0.0,0.0
0.05,14,0,False,7.726851851851851,0.0,0.0,1.0,True,0.13283224189897172,3.017616545591907,4.009169622869657,0.0,0.0
0.05,14,5,False,7.726851851851851,0.0,0.0,1.0,True,0.13410957038026855,3.405253609744089,4.402561956491723,0.0,0.0
0.05,14,10,False,7.726851851851851,0.0,0.0,1.0,True,0.3625506322311883,3.0590013399620606,3.261794085421144,0.22821111111111114,0.179161111111111
0.05,14,15,False,7.726851851851851,0.0,1.0,1.0,True,0.3298888888888889,2.0092632733875346,1.7648240740740748,0.0,0.0
0.05,14,20,False,7.726851851851851,0.0,0.843790680249125,1.0,True,0.3298888888888889,2.3515504652989554,2.1157629629629637,0.0,0.0
0.05,14,25,False,7.726851851851851,0.0,1.0,1.0,True,0.3345278625067088,1.699055829015295,1.7264101767122924,0.0,0.0
0.05,14,30,False,7.726851851851851,0.0,1.0,1.0,True,0.18259575651835813,2.847530971271018,2.0280016704037607,0.0,0.0
