max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,CFS,PFS,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,7.095238095238095,0.0,0.0,0.5455312532029168,True,0.04482833607209281,3.2320117417303065,3.788438466338472,0.0,0.0
0.05,12,5,False,7.095238095238095,0.0,0.0,0.9646504412464001,True,0.028106014205085295,3.7787271922627257,4.071372658752087,0.0,0.0
0.05,12,10,False,7.095238095238095,0.0,0.0,1.0,True,0.24894768253080746,2.819024752361467,2.8425765173848765,0.0,0.0
0.05,12,15,False,7.095238095238095,0.0,0.0,1.0,True,0.23631083742810793,2.2319714704871343,2.5109403448286196,0.0,0.0
0.05,12,20,False,7.095238095238095,0.0,0.0,1.0,True,0.2775997218252463,2.4714983047276213,2.506811456388906,0.0,0.0
0.05,12,25,False,7.095238095238095,0.0,0.28366367334724435,1.0,True,0.012008391797458384,2.651622942712936,2.505804476744294,0.0,0.0
0.05,12,30,False,7.095238095238095,0.0,0.0,1.0,True,0.18631492569118524,2.5761377147683273,2.5147417767665257,0.0,0.0
0.05,14,0,False,7.726851851851851,0.0,0.0,0.6307182622899465,True,0.0016991018852740292,3.3760823523258283,3.801033671159151,0.0,0.0
0.05,14,5,False,7.726851851851851,0.0,0.0,1.0,True,0.09245123724779276,3.557437551922937,3.9848554148147803,0.0,0.0
0.05,14,10,False,7.726851851851851,0.0,0.0,1.0,True,0.3219320768540112,3.2420171249504612,3.3391660793535607,0.22821111111111114,0.179161111111111
0.05,14,15,False,7.726851851851851,0.0,1.0,1.0,True,0.3298888888888889,1.7490346003576134,2.1157629629629637,0.0,0.0
0.05,14,20,False,7.726851851851851,0.0,0.8878053352671189,1.0,True,0.3298888888888889,2.216814749678389,2.1157629629629637,0.0,0.0
0.05,14,25,False,7.726851851851851,0.0,0.8458576511560403,1.0,True,0.3298888888888889,2.4823633146532886,2.1157629629629637,0.0,0.0
0.05,14,30,False,7.726851851851851,0.0,1.0,1.0,True,0.3298888888888889,1.9409077996080812,2.1157629629629637,0.0,0.0
0.05,16,0,False,8.391534391534393,0.0,0.0,0.7086351605326271,True,0.002193792343601314,3.9385338070754417,3.8724543420952786,0.0,0.0
0.05,16,5,False,8.391534391534393,0.0,0.0,1.0,True,0.016428317908675966,3.516672457653951,3.9995385910081866,0.0,0.0
0.05,16,10,False,8.391534391534393,0.0,0.0,1.0,True,0.6489957002423354,3.692079307469575,3.957703787950291,0.6366166666666664,0.5875666666666666
0.05,16,15,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.104859350704288,1.7608927248677233,0.0,0.0
0.05,16,20,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,1.859636750587411,1.6678010582010572,0.0,0.0
0.05,16,25,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.097857011663132,1.6678010582010572,0.0,0.0
0.05,16,30,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,1.5037805466795788,1.6678010582010572,0.0,0.0
0.05,18,0,False,9.089285714285715,0.0,0.0,0.6126684153578889,True,0.04952228486578091,3.5870994815330244,3.9563723614110566,0.0,0.0
0.05,18,5,False,9.089285714285715,0.0,0.0,1.0,True,0.12416670539607076,3.460365857658947,4.059768430386026,0.0,0.0
0.05,18,10,False,9.089285714285715,0.0,0.0,1.0,True,0.016580925132594022,3.71047848911945,3.9927330504887424,0.0,0.0
