max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,6.666666666666666,0.0,True,3.0133333333333328,7.279517824519689,6.634086666666666,2.940933333333333,2.940933333333333
0.05,12,5,False,6.666666666666666,0.0,True,1.5883333333333323,4.384290965369014,5.043521111111111,1.3558444444444442,1.3558444444444442
0.05,12,10,False,6.666666666666666,0.0,True,0.15653933333333214,4.236128451108878,3.134032733333332,0.0,0.0
0.05,12,15,False,6.666666666666666,0.0,True,0.15653933333333214,1.623662436658333,2.7910960666666655,0.0,0.0
0.05,12,20,False,6.666666666666666,0.0,True,0.15653933333333214,0.5575536829855183,2.7910960666666655,0.0,0.0
0.05,12,25,False,6.666666666666666,0.0,True,0.15653933333333214,1.6655127965099785,2.7910960666666655,0.0,0.0
0.05,12,30,False,6.666666666666666,0.0,True,0.15653933333333214,2.6367634444984587,2.7910960666666655,0.0,0.0
0.05,14,0,False,7.777777777777778,0.0,True,3.5688888888888886,8.10534537069394,7.745197777777778,3.496488888888889,3.496488888888889
0.05,14,5,False,7.777777777777778,0.0,True,2.1438888888888883,6.436486683616118,6.154632222222221,1.9114,1.9114
0.05,14,10,False,7.777777777777778,0.0,True,0.7120948888888882,4.407747960879576,4.220515511111111,0.4244111111111111,0.4244111111111111
0.05,14,15,False,7.777777777777778,0.0,True,0.7120948888888882,2.6034170819203437,3.068873844444444,0.0,0.0
0.05,14,20,False,7.777777777777778,0.0,True,0.7120948888888882,3.8946910593135184,3.068873844444444,0.0,0.0
0.05,14,25,False,7.777777777777778,0.0,True,0.7120948888888882,3.6389928310747033,3.068873844444444,0.0,0.0
0.05,14,30,False,7.777777777777778,0.0,True,0.7120948888888882,2.1749185302868943,3.068873844444444,0.0,0.0
0.05,16,0,False,8.88888888888889,0.0,True,4.124444444444444,10.154364505379466,8.856308888888886,4.052044444444444,4.052044444444444
0.05,16,5,False,8.88888888888889,0.0,True,2.6994444444444436,7.883835351292974,7.265743333333334,2.4669555555555553,2.4669555555555553
0.05,16,10,False,8.88888888888889,0.0,True,1.2676504444444432,6.3873282696842475,5.331626622222225,0.9799666666666664,0.9799666666666664
0.05,16,15,False,8.88888888888889,0.0,True,0.5083564444444432,2.9890291555726867,3.388907644444445,0.0,0.0
0.05,16,20,False,8.88888888888889,0.0,True,0.5083564444444432,4.488624107300159,3.295815977777779,0.0,0.0
0.05,16,25,False,8.88888888888889,0.0,True,0.5083564444444432,2.8147792764650292,3.295815977777779,0.0,0.0
0.05,16,30,False,8.88888888888889,0.0,True,0.5083564444444432,3.9476232872987884,3.295815977777779,0.0,0.0
0.05,18,0,False,10.0,0.0,True,4.68,11.358830654832147,9.96742,4.6076,4.6076
0.05,18,5,False,10.0,0.0,True,3.254999999999999,8.111786491299767,8.376854444444447,3.022511111111111,3.022511111111111
0.05,18,10,False,10.0,0.0,True,1.8232059999999986,5.07569627336368,6.4427377333333355,1.5355222222222222,1.5355222222222222
0.05,18,15,False,10.0,0.0,True,0.3046179999999984,5.893572065412671,4.237163066666668,0.048533333333333206,0.048533333333333206
0.05,18,20,False,10.0,0.0,True,0.3046179999999984,3.830280779413294,3.4875764000000027,0.0,0.0
0.05,18,25,False,10.0,0.0,True,0.3046179999999984,2.7400883940656504,3.4875764000000027,0.0,0.0
0.05,18,30,False,10.0,0.0,True,0.3046179999999984,4.26438539326804,3.4875764000000027,0.0,0.0
0.05,20,0,False,11.11111111111111,0.0,True,5.235555555555555,12.059774944515024,11.078531111111111,5.163155555555555,5.163155555555555
0.05,20,5,False,11.11111111111111,0.0,True,3.8105555555555544,9.364381301027095,9.487965555555558,3.578066666666667,3.578066666666667
0.05,20,10,False,11.11111111111111,0.0,True,2.378761555555554,7.0215725190991,7.553848844444446,2.0910777777777776,2.0910777777777776
0.05,20,15,False,11.11111111111111,0.0,True,0.8601735555555537,3.7585590089465137,5.348274177777779,0.6040888888888888,0.6040888888888888
0.05,20,20,False,11.11111111111111,0.0,True,0.10087955555555372,1.7301732097179556,3.644155111111113,0.0,0.0
0.05,20,25,False,11.11111111111111,0.0,True,0.10087955555555372,4.527612751277222,3.644155111111113,0.0,0.0
0.05,20,30,False,11.11111111111111,0.0,True,0.10087955555555372,5.1338492675847265,3.644155111111113,0.0,0.0
