velocity,front_distance,lateral_velocities,Crash,Crash_front,initial_distance,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_speed,true_speed
10,2,-0.1,False,True,5.555555555555555,True,0.36027777777777703,2.65179346422687,2.751194444444444,-1.1727717213813613,-1.8399999999999999,0.0,0.0
10,2,-0.30000000000000004,False,True,5.555555555555555,True,0.36027777777777703,0.3755058983670523,2.751194444444444,-1.783291668948284,-1.7199999999999998,0.0,0.0
10,2,-0.5000000000000001,False,True,5.555555555555555,True,0.36027777777777703,2.8177295868038517,2.751194444444444,0.10215931175453319,-1.6,0.0,0.0
10,2,-0.7000000000000001,False,True,5.555555555555555,True,0.36027777777777703,4.202170403441859,2.751194444444444,0.16009205761687317,-1.48,0.0,0.0
10,2,-0.9000000000000001,False,True,5.555555555555555,True,0.36027777777777703,2.197941617458679,3.0289722222222215,0.41941396125601527,-1.3599999999999999,0.0,0.0
10,2,-1.1000000000000003,False,True,5.555555555555555,True,0.36027777777777703,1.817574034070387,3.30675,0.17742951317633304,-1.2399999999999998,0.0,0.0
10,2,-1.3000000000000003,False,True,5.555555555555555,True,0.36027777777777703,3.7427609252112406,3.584527777777777,-0.6939514049675197,-1.1199999999999997,0.0,0.0
10,2,-1.5000000000000004,False,True,5.555555555555555,True,0.36027777777777703,3.588664198789446,3.584527777777777,0.5936536734524802,-0.9999999999999996,0.0,0.0
10,2,-1.7000000000000004,False,True,5.555555555555555,True,0.36027777777777703,3.874893956263727,3.584527777777777,-1.6389017579746268,-0.8799999999999994,0.0,0.0
10,2,-1.9000000000000004,False,True,5.555555555555555,True,0.36027777777777703,5.742317030474429,3.8623055555555554,0.5149982563425963,-0.7599999999999998,0.0,0.0
10,2,-2.1000000000000005,False,True,5.555555555555555,True,0.36027777777777703,2.665836935709174,3.8623055555555554,-1.8101716852928111,-0.6399999999999992,0.0,0.0
10,2,-2.3000000000000007,False,True,5.555555555555555,True,0.36027777777777703,3.162209039853507,3.8623055555555554,0.29974053480543406,-0.5199999999999996,0.0,0.0
10,2,-2.5000000000000004,False,True,5.555555555555555,True,0.36027777777777703,4.151926159961614,3.8623055555555554,-1.293034664365749,-0.3999999999999999,0.0,0.0
10,2,-2.7000000000000006,False,True,5.555555555555555,True,0.36027777777777703,4.649915537447947,3.8623055555555554,0.07753544012562164,-0.2799999999999998,0.0,0.0
10,2,-2.900000000000001,False,True,5.555555555555555,True,0.36027777777777703,4.119391109459687,3.8623055555555554,0.1533830521733166,-0.15999999999999925,0.0,0.0
10,7,-0.1,False,True,5.555555555555555,True,0.36027777777777703,1.9122278676297748,2.751194444444443,-1.5460417441929457,-1.6599999999999997,0.0,0.0
10,7,-0.30000000000000004,False,True,5.555555555555555,True,0.36027777777777703,4.103620243368794,5.80675,-1.846033793342884,-1.1800000000000002,0.0,0.0
10,7,-0.5000000000000001,False,False,5.555555555555555,True,0.36027777777777703,11.366194451640444,11.478972222222223,-0.15714782743885558,-1.9,0.0,0.0
10,7,-0.7000000000000001,False,False,5.555555555555555,True,0.36027777777777703,12.897720455361435,12.034527777777777,-1.0301589246196456,-1.9,0.0,0.0
10,7,-0.9000000000000001,False,False,5.555555555555555,True,0.36027777777777703,13.502481766375366,12.312305555555556,0.02124980274920829,-1.9,0.0,0.0
10,7,-1.1000000000000003,False,False,5.555555555555555,True,0.36027777777777703,12.331945852413364,12.590083333333334,-1.4809936467466167,-1.9,0.0,0.0
10,7,-1.3000000000000003,False,False,5.555555555555555,True,0.36027777777777703,13.405301919607618,12.867861111111113,-1.544598083829548,-1.9,0.0,0.0
10,7,-1.5000000000000004,False,False,5.555555555555555,True,0.36027777777777703,12.307684339095095,12.867861111111113,-1.7095350466419836,-1.9,0.0,0.0
10,7,-1.7000000000000004,False,False,5.555555555555555,True,0.36027777777777703,12.176016596374696,12.867861111111113,-1.457307786914682,-1.9,0.0,0.0
10,7,-1.9000000000000004,False,False,5.555555555555555,True,0.36027777777777703,15.986492338130367,13.145638888888888,-1.2005669345238883,-1.9,0.0,0.0
10,7,-2.1000000000000005,False,False,5.555555555555555,True,0.36027777777777703,12.718139939317004,13.145638888888888,-1.405733033815154,-1.9,0.0,0.0
10,7,-2.3000000000000007,False,False,5.555555555555555,True,0.36027777777777703,12.46850559310368,13.145638888888888,-0.17823014360159184,-1.9,0.0,0.0
10,7,-2.5000000000000004,False,False,5.555555555555555,True,0.36027777777777703,11.708419480636115,13.145638888888888,-0.2648179344229684,-1.9,0.0,0.0
10,7,-2.7000000000000006,False,False,5.555555555555555,True,0.36027777777777703,14.507498947779295,13.145638888888888,-1.6289807936322866,-1.9,0.0,0.0
10,7,-2.900000000000001,False,False,5.555555555555555,True,0.36027777777777703,12.32271895199525,13.145638888888888,-0.7989326471698917,-1.9,0.0,0.0
10,12,-0.1,False,True,5.555555555555555,True,0.36027777777777703,4.2033845889500965,3.8623055555555537,-1.2448370999844496,-1.48,0.0,0.0
10,12,-0.30000000000000004,False,False,5.555555555555555,True,0.36027777777777703,13.97042878578547,15.09008333333333,-1.6120717716046151,-1.9,0.0,0.0
10,12,-0.5000000000000001,False,False,5.555555555555555,True,0.36027777777777703,15.975874671508771,16.478972222222225,-1.3201374216443607,-1.9,0.0,0.0
10,12,-0.7000000000000001,False,False,5.555555555555555,True,0.36027777777777703,16.06981189468295,17.034527777777775,-1.2904337627237275,-1.9,0.0,0.0
10,12,-0.9000000000000001,False,False,5.555555555555555,True,0.36027777777777703,16.539503018157795,17.312305555555554,-0.6891923232041046,-1.9,0.0,0.0
10,12,-1.1000000000000003,False,False,5.555555555555555,True,0.36027777777777703,17.514429219906035,17.590083333333332,0.0555322076166338,-1.9,0.0,0.0
10,12,-1.3000000000000003,False,False,5.555555555555555,True,0.36027777777777703,16.050658449243564,17.86786111111111,-1.8290678189243843,-1.9,0.0,0.0
10,12,-1.5000000000000004,False,False,5.555555555555555,True,0.36027777777777703,17.94147292360828,17.86786111111111,-0.2563558297039139,-1.9,0.0,0.0
10,12,-1.7000000000000004,False,False,5.555555555555555,True,0.36027777777777703,17.572712260440547,17.86786111111111,-1.5410054070436194,-1.9,0.0,0.0
10,12,-1.9000000000000004,False,False,5.555555555555555,True,0.36027777777777703,18.31957936599286,18.14563888888889,-1.662747486306664,-1.9,0.0,0.0
10,12,-2.1000000000000005,False,False,5.555555555555555,True,0.36027777777777703,16.93496254371791,18.14563888888889,-0.7482256492865074,-1.9,0.0,0.0
10,12,-2.3000000000000007,False,False,5.555555555555555,True,0.36027777777777703,17.27723317162814,18.14563888888889,-1.2167298545204464,-1.9,0.0,0.0
