max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,7.629050925925926,0.0,True,0.6768333333333323,1.9954171921614128,2.5312442592592292,0.0,0.0
0.05,12,5,False,7.629050925925926,0.0,True,0.6768333333333323,2.0462545869627933,2.409445370370375,0.03149444444444449,0.03149444444444449
0.05,12,10,False,7.629050925925926,0.0,True,0.6768333333333323,1.4780772957125077,1.6803875925925933,0.0,0.0
0.05,12,15,False,7.629050925925926,0.0,True,0.6768333333333323,1.680723663755777,1.6707842592592597,0.0,0.0
0.05,12,20,False,7.629050925925926,0.0,True,0.6768333333333323,1.4560745068954342,1.6707842592592597,0.0,0.0
0.05,12,25,False,7.629050925925926,0.0,True,0.6768333333333323,1.7164896148718274,2.0041175925925927,0.0,0.0
0.05,12,30,False,7.629050925925926,0.0,True,0.6768333333333323,1.6275745620272444,1.6707842592592597,0.0,0.0
0.05,14,0,False,8.588413065843621,0.0,True,0.4730948888888885,1.6611266174871213,1.9458670436213952,0.0,0.0
0.05,14,5,False,8.588413065843621,0.0,True,0.4730948888888885,1.726769994515089,2.270464954732515,0.0,0.0
0.05,14,10,False,8.588413065843621,0.0,True,0.4730948888888885,1.6466187723625305,1.8406092213991814,0.0,0.0
0.05,14,15,False,8.588413065843621,0.0,True,0.4730948888888885,1.2931499906366994,1.471725799176955,0.0,0.0
0.05,14,20,False,8.588413065843621,0.0,True,0.4730948888888885,1.7360619245310005,1.8133051991769555,0.0,0.0
0.05,14,25,False,8.588413065843621,0.0,True,0.4730948888888885,1.7754273211052407,2.1075751102880673,0.0,0.0
0.05,14,30,False,8.588413065843621,0.0,True,0.4730948888888885,1.6122405592250626,1.8710276658436236,0.0,0.0
0.05,16,0,False,9.599215534979425,0.0,True,0.26935644444444373,1.1053701739210462,1.9840461794238644,0.0,0.0
0.05,16,5,False,9.599215534979425,0.0,True,0.26935644444444373,1.5234723599978262,1.8015761349794817,0.0,0.0
0.05,16,10,False,9.599215534979425,0.0,True,0.26935644444444373,1.4870674984366827,2.121027979423874,0.0,0.0
0.05,16,15,False,9.599215534979425,0.0,True,0.26935644444444373,1.4218416199516133,1.7725907794238678,0.0,0.0
0.05,16,20,False,9.599215534979425,0.0,True,0.26935644444444373,1.0999059237077846,1.8545871127572022,0.0,0.0
0.05,16,25,False,9.599215534979425,0.0,True,0.26935644444444373,1.445940472244021,2.177814846090535,0.0,0.0
0.05,16,30,False,9.599215534979425,0.0,True,0.26935644444444373,1.4748255196935487,1.7333704016460905,0.0,0.0
0.05,18,0,False,10.640624999999998,0.0,True,0.06561799999999862,1.1624553500207542,1.7260080000000189,0.0,0.0
0.05,18,5,False,10.640624999999998,0.0,True,0.06561799999999862,1.276487427356252,1.8803402222222383,0.0,0.0
0.05,18,10,False,10.640624999999998,0.0,True,0.06561799999999862,1.1826007418238271,1.7160728222222241,0.0,0.0
0.05,18,15,False,10.640624999999998,0.0,True,0.06561799999999862,1.2974804577563566,1.9114974666666606,0.0,0.0
0.05,18,20,False,10.640624999999998,0.0,True,0.06561799999999862,0.9029552067669497,1.976877199999998,0.0,0.0
0.05,18,25,False,10.640624999999998,0.0,True,0.06561799999999862,1.3391598076575564,1.891573799999997,0.0,0.0
0.05,18,30,False,10.640624999999998,0.0,True,0.06561799999999862,1.1102078286607613,1.7382059999999901,0.0,0.0
0.05,20,0,False,11.682291666666666,0.0,True,0.6211735555555539,1.881741615328548,2.051394955555442,0.0,0.0
0.05,20,5,False,11.682291666666666,0.0,True,0.6211735555555539,1.5635370547973375,1.944187266666682,0.0,0.0
0.05,20,10,False,11.682291666666666,0.0,True,0.6211735555555539,1.6361891793481833,1.9303998444444987,0.0,0.0
0.05,20,15,False,11.682291666666666,0.0,True,0.6211735555555539,1.4570856641288428,1.9872083111111172,0.0,0.0
0.05,20,20,False,11.682291666666666,0.0,True,0.6211735555555539,1.424584901007239,1.85231668888889,0.0,0.0
0.05,20,25,False,11.682291666666666,0.0,True,0.6211735555555539,1.9704664250810096,2.0834734222222258,0.0,0.0
0.05,20,30,False,11.682291666666666,0.0,True,0.6211735555555539,1.8933223272371782,2.221520177777781,0.0,0.0
0.05,22,0,False,12.723958333333332,0.0,True,0.4174351111111091,1.6645607127492754,2.150023244444367,0.0,0.0
0.05,22,5,False,12.723958333333332,0.0,True,0.4174351111111091,1.636092125792584,2.043563355555645,0.0,0.0
0.05,22,10,False,12.723958333333332,0.0,True,0.4174351111111091,1.7359335584825724,2.127544955555579,0.0,0.0
0.05,22,15,False,12.723958333333332,0.0,True,0.4174351111111091,1.741921609665602,2.2807994666666813,0.0,0.0
0.05,22,20,False,12.723958333333332,0.0,True,0.4174351111111091,1.427457627290642,2.1831224222222287,0.0,0.0
0.05,22,25,False,12.723958333333332,0.0,True,0.4174351111111091,1.6976359012450528,2.0869709111111154,0.0,0.0
0.05,22,30,False,12.723958333333332,0.0,True,0.4174351111111091,1.5260138495551407,1.87825335555556,0.0,0.0
0.05,24,0,False,13.765624999999998,0.0,True,0.21369666666666443,1.3999433333805955,1.771108800000225,0.0,0.0
0.05,24,5,False,13.765624999999998,0.0,True,0.21369666666666443,1.0180693896389146,1.8260982000001507,0.0,0.0
0.05,24,10,False,13.765624999999998,0.0,True,0.21369666666666443,1.464708083262317,1.911391311111104,0.0,0.0
0.05,24,15,False,13.765624999999998,0.0,True,0.21369666666666443,1.4719373306222154,1.9837157333333666,0.0,0.0
0.05,24,20,False,13.765624999999998,0.0,True,0.21369666666666443,1.3844128861907228,1.6899754222222176,0.0,0.0
0.05,24,25,False,13.765624999999998,0.0,True,0.21369666666666443,1.3020242273422857,1.7113245999999966,0.0,0.0
0.05,24,30,False,13.765624999999998,0.0,True,0.21369666666666443,1.3859752794397613,2.0250562000000008,0.0,0.0
0.05,26,0,False,14.807291666666664,0.0,True,0.009958222222220536,1.9296261920411526,2.1160684000001426,0.0,0.0
0.05,26,5,False,14.807291666666664,0.0,True,0.009958222222220536,2.0371450048967903,2.0869115777778235,0.0,0.0
0.05,26,10,False,14.807291666666664,0.0,True,0.009958222222220536,1.1701658121942033,2.1226669555555917,0.0,0.0
0.05,26,15,False,14.807291666666664,0.0,True,0.009958222222220536,2.2344074501395577,2.1757139111110826,0.0,0.0
0.05,26,20,False,14.807291666666664,0.0,True,0.009958222222220536,2.7078318217639508,2.4054395777777318,0.0,0.0
0.05,26,25,False,14.807291666666664,0.0,True,0.009958222222220536,1.2690805597216483,2.1089298666666254,0.0,0.0
0.05,26,30,False,14.807291666666664,0.0,True,0.009958222222220536,1.1868565347378324,2.1759186666666652,0.0,0.0
0.05,28,0,False,15.848958333333332,0.0,True,0.5655137777777762,1.8854971118595047,2.188058866666748,0.0,0.0
0.05,28,5,False,15.848958333333332,0.0,True,0.5655137777777762,1.913824748413771,2.1508430444443194,0.0,0.0
0.05,28,10,False,15.848958333333332,0.0,True,0.5655137777777762,1.7442521064749998,2.208832577777689,0.0,0.0
