long_dist,lat_vel,Crash,Crash type,minTTC,PFS,CFS,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_lat_speed,true_lat_speed,perceived_speed,true_speed,entry_ego_speed,entry_perceived_gap,entry_true_gap,entry_perceived_lat_gap,entry_true_lat_gap,entry_perceived_lat_speed,entry_true_lat_speed,entry_perceived_speed,entry_true_speed
1,0.0,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.5861546970977294,-3.999999999999999,1.286261112918476,1.6,0.0,0.0,2.7777777777777777,2.7777777777777777,,,,,,,,,
1,0.1,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.2995529892029234,-3.999999999999999,1.0867093419792884,1.54,-0.1,-0.1,2.7777777777777777,2.7777777777777777,11.11111111111111,124.93190801033559,124.56666666666716,-0.10115295786221279,-0.00999999999999579,-0.1,-0.1,2.7777777777777777,2.7777777777777777
1,0.2,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.9151456189335283,-3.999999999999999,1.4393815797001444,1.48,-0.2,-0.2,2.7777777777777777,2.7777777777777777,11.11111111111111,58.353566245321495,57.90000000000019,-0.38818205520131843,-0.019999999999997353,-0.2,-0.2,2.7777777777777777,2.7777777777777777
1,0.30000000000000004,False,0,4.0,0.0,0.0,False,11.11111111111111,-4.018543028774988,-3.999999999999999,0.48464138381171606,1.42,-0.30000000000000004,-0.30000000000000004,2.7777777777777777,2.7777777777777777,11.11111111111111,35.914117170613714,35.40000000000009,-0.4280427701703846,-0.020000000000001572,-0.30000000000000004,-0.30000000000000004,2.7777777777777777,2.7777777777777777
1,0.4,False,0,2.900000000000001,0.0,0.0,False,11.11111111111111,-4.116513968329141,-3.999999999999999,1.4473689797915066,1.3599999999999999,-0.4,-0.4,2.7777777777777777,2.7777777777777777,11.11111111111111,23.543839392859713,23.73333333333337,-0.508950529243428,-6.661338147750939e-16,-0.4,-0.4,2.7777777777777777,2.7777777777777777
1,0.5,False,0,2.1,0.0,0.0,False,11.11111111111111,-4.274142898655749,-3.999999999999999,0.9676683960587447,1.3000000000000003,-0.5,-0.5,2.7777777777777777,2.7777777777777777,11.11111111111111,16.619079132575933,17.066666666666674,0.29974850205376624,0.0,-0.5,-0.5,2.7777777777777777,2.7777777777777777
1,0.6000000000000001,False,0,1.5666666666666664,1.0,1.0,True,11.11111111111111,-3.89463367928796,-3.999999999999999,0.2770734967354649,1.2400000000000002,-0.6000000000000001,-0.6000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,12.787355967592244,12.899999999999995,0.11745608195580148,-0.019999999999999574,-0.6000000000000001,-0.6000000000000001,2.7777777777777777,2.7777777777777777
1,0.7000000000000001,False,0,1.1857142857142857,1.0,1.0,True,11.11111111111111,-4.1064610377898925,-3.999999999999999,1.3754332339349222,1.1800000000000002,-0.7000000000000001,-0.7000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,10.206123088561615,9.56666666666666,-0.24869812049490658,-0.009999999999999343,-0.7000000000000001,-0.7000000000000001,2.7777777777777777,2.7777777777777777
1,0.8,False,0,0.9000000000000002,0.0,0.0,False,11.11111111111111,-4.174595916701011,-3.999999999999999,1.5370114087808333,1.12,-0.8,-0.8,2.7777777777777777,2.7777777777777777,11.11111111111111,7.909814627453952,7.066666666666662,-0.3049007818963403,-2.220446049250313e-16,-0.8,-0.8,2.7777777777777777,2.7777777777777777
1,0.9,False,0,0.6777777777777776,0.0,0.0,False,11.11111111111111,-3.665345800106378,-3.999999999999999,1.8164205530738236,1.06,-0.9,-0.9,2.7777777777777777,2.7777777777777777,11.11111111111111,6.9146057576947255,5.399999999999996,0.7726634523939815,-0.02000000000000024,-0.9,-0.9,2.7777777777777777,2.7777777777777777
1,1.0,False,0,0.5,1.0,1.0,True,11.11111111111111,-4.207838229759753,-3.999999999999999,1.4833007494507853,1.0,-1.0,-1.0,2.7777777777777777,2.7777777777777777,11.11111111111111,4.181643759919708,3.7333333333333316,0.9266563521824809,0.0,-1.0,-1.0,2.7777777777777777,2.7777777777777777
1,1.1,False,0,0.3545454545454546,1.0,1.0,True,11.11111111111111,-3.9801792548013912,-3.999999999999999,1.27450058163032,0.94,-1.1,-1.1,2.7777777777777777,2.7777777777777777,11.11111111111111,3.372556386766873,2.8999999999999977,0.4294727441229136,-0.0499999999999996,-1.1,-1.1,2.7777777777777777,2.7777777777777777
1,1.2000000000000002,False,0,0.2333333333333335,1.0,1.0,True,11.11111111111111,-4.039830698053201,-3.999999999999999,0.6700580040811825,0.8799999999999999,-1.2000000000000002,-1.2000000000000002,2.7777777777777777,2.7777777777777777,11.11111111111111,0.7332266588987926,2.066666666666662,0.11694178142609601,-0.07999999999999963,-1.2000000000000002,-1.2000000000000002,2.7777777777777777,2.7777777777777777
1,1.3,False,0,0.13076923076923072,1.0,1.0,True,11.11111111111111,-4.122336002627079,-3.999999999999999,1.5192392491780664,0.8199999999999998,-1.3,-1.3,2.7777777777777777,2.7777777777777777,11.11111111111111,2.7380821340725277,1.2333333333333298,0.16785671020098825,-0.09000000000000008,-1.3,-1.3,2.7777777777777777,2.7777777777777777
1,1.4000000000000001,False,0,0.04285714285714273,1.0,1.0,True,11.11111111111111,-3.954918558440438,-3.999999999999999,1.0862830222858846,0.7600000000000002,-1.4000000000000001,-1.4000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,0.9966022448630083,0.3999999999999977,1.2480123970283494,-0.08000000000000007,-1.4000000000000001,-1.4000000000000001,2.7777777777777777,2.7777777777777777
1,1.5,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.722173826546772,-3.999999999999999,-0.6096323326446758,0.7000000000000002,-1.5,-1.5,2.7777777777777777,2.7777777777777777,11.11111111111111,1.0698949900299608,-0.43333333333333623,0.525258210044163,-0.04999999999999982,-1.5,-1.5,2.7777777777777777,2.7777777777777777
1,1.6,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.0327688022117067,-3.999999999999999,1.0616698592811713,0.6400000000000001,-1.6,-1.6,2.7777777777777777,2.7777777777777777,11.11111111111111,1.4936415820517075,-0.43333333333333623,-0.32118506374961453,-0.1599999999999997,-1.6,-1.6,2.7777777777777777,2.7777777777777777
1,1.7000000000000002,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.229206330677571,-3.999999999999999,0.8693636914337595,0.5800000000000001,-1.7000000000000002,-1.7000000000000002,2.7777777777777777,2.7777777777777777,11.11111111111111,-1.657137231892519,-1.2666666666666684,-0.40727424791972044,-0.09999999999999964,-1.7000000000000002,-1.7000000000000002,2.7777777777777777,2.7777777777777777
2,0.0,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.0403073396460076,-3.9333333333333345,1.5311415692315031,1.6,0.0,0.0,2.7777777777777777,2.7777777777777777,,,,,,,,,
2,0.1,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.8451739061076458,-3.9333333333333345,2.433639722463757,1.52,-0.1,-0.1,2.7777777777777777,2.7777777777777777,11.11111111111111,124.06424033044631,123.56666666666716,-0.3224415054128873,-0.00999999999999579,-0.1,-0.1,2.7777777777777777,2.7777777777777777
2,0.2,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.4533316580712077,-3.9333333333333345,0.6975623446411556,1.44,-0.2,-0.2,2.7777777777777777,2.7777777777777777,11.11111111111111,58.52183235388706,56.90000000000019,-0.12329834392246708,-0.019999999999997353,-0.2,-0.2,2.7777777777777777,2.7777777777777777
2,0.30000000000000004,False,0,4.0,0.0,0.0,False,11.11111111111111,-3.377551589505809,-3.9333333333333345,0.42982791181657776,1.3599999999999999,-0.30000000000000004,-0.30000000000000004,2.7777777777777777,2.7777777777777777,11.11111111111111,33.910160318454004,34.40000000000009,-0.49232727553629085,-0.020000000000001572,-0.30000000000000004,-0.30000000000000004,2.7777777777777777,2.7777777777777777
2,0.4,False,0,2.8000000000000007,0.0,0.0,False,11.11111111111111,-3.048785173980506,-3.9333333333333345,0.8270843060552426,1.2800000000000002,-0.4,-0.4,2.7777777777777777,2.7777777777777777,11.11111111111111,22.80031913675537,22.73333333333337,0.5281561470867087,-6.661338147750939e-16,-0.4,-0.4,2.7777777777777777,2.7777777777777777
2,0.5,False,0,2.0,0.0,0.0,False,11.11111111111111,-2.929640435212538,-3.9333333333333345,1.1361134529428067,1.2000000000000002,-0.5,-0.5,2.7777777777777777,2.7777777777777777,11.11111111111111,17.368159715146863,16.066666666666674,0.6108931760107028,0.0,-0.5,-0.5,2.7777777777777777,2.7777777777777777
2,0.6000000000000001,False,0,1.466666666666667,1.0,1.0,True,11.11111111111111,-4.047986953439236,-3.9333333333333345,0.8360722595757211,1.12,-0.6000000000000001,-0.6000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,12.429768746826266,11.899999999999995,1.4245889888651853,-0.019999999999999574,-0.6000000000000001,-0.6000000000000001,2.7777777777777777,2.7777777777777777
2,0.7000000000000001,False,0,1.0857142857142859,0.0,0.0,False,11.11111111111111,-4.262798525534913,-3.9333333333333345,1.3720139835186482,1.04,-0.7000000000000001,-0.7000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,8.058902588617276,8.56666666666666,-0.3182770659210794,-0.009999999999999343,-0.7000000000000001,-0.7000000000000001,2.7777777777777777,2.7777777777777777
2,0.8,False,0,0.8000000000000002,1.0,1.0,True,11.11111111111111,-3.8217238794635664,-3.9333333333333345,1.5102294705676438,0.9600000000000004,-0.8,-0.8,2.7777777777777777,2.7777777777777777,11.11111111111111,7.021366888872314,6.066666666666662,1.1309409243611603,-2.220446049250313e-16,-0.8,-0.8,2.7777777777777777,2.7777777777777777
2,0.9,False,0,0.5777777777777778,1.0,1.0,True,11.11111111111111,-2.9331224011151455,-3.9333333333333345,0.766860858777497,0.8799999999999999,-0.9,-0.9,2.7777777777777777,2.7777777777777777,11.11111111111111,4.961251968960624,4.399999999999996,0.076851652741319,-0.02000000000000024,-0.9,-0.9,2.7777777777777777,2.7777777777777777
2,1.0,False,0,0.3999999999999999,1.0,1.0,True,11.11111111111111,-4.084316160638628,-3.9333333333333345,0.5126260060309407,0.8000000000000003,-1.0,-1.0,2.7777777777777777,2.7777777777777777,11.11111111111111,2.0654527522803035,2.7333333333333316,-0.29663804616552847,0.0,-1.0,-1.0,2.7777777777777777,2.7777777777777777
2,1.1,False,0,0.25454545454545474,1.0,1.0,True,11.11111111111111,-3.3702195932783354,-3.9333333333333345,0.9718235268035529,0.7200000000000002,-1.1,-1.1,2.7777777777777777,2.7777777777777777,11.11111111111111,2.9226737085019634,1.8999999999999977,0.2988542544716304,-0.0499999999999996,-1.1,-1.1,2.7777777777777777,2.7777777777777777
2,1.2000000000000002,False,0,0.13333333333333344,1.0,1.0,True,11.11111111111111,-3.0990329021212455,-3.9333333333333345,0.7854787684093845,0.6400000000000001,-1.2000000000000002,-1.2000000000000002,2.7777777777777777,2.7777777777777777,11.11111111111111,0.30096502843485506,1.066666666666662,0.11240220824229441,-0.07999999999999963,-1.2000000000000002,-1.2000000000000002,2.7777777777777777,2.7777777777777777
2,1.3,False,0,0.030769230769230625,1.0,1.0,True,11.11111111111111,-3.373314232983808,-3.9333333333333345,0.8759340313738364,0.56,-1.3,-1.3,2.7777777777777777,2.7777777777777777,11.11111111111111,-0.4840849911177587,0.23333333333332984,-0.012270803056123603,-0.09000000000000008,-1.3,-1.3,2.7777777777777777,2.7777777777777777
2,1.4000000000000001,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.32835148940448,-3.9333333333333345,0.8820450015578292,0.48,-1.4000000000000001,-1.4000000000000001,2.7777777777777777,2.7777777777777777,11.11111111111111,0.06713750670824137,-0.6000000000000023,0.35823382049729036,-0.08000000000000007,-1.4000000000000001,-1.4000000000000001,2.7777777777777777,2.7777777777777777
2,1.5,True,1,0.0,1.0,1.0,True,11.11111111111111,-2.8689980049178585,-3.9333333333333345,0.1779537464356702,0.3999999999999999,-1.5,-1.5,2.7777777777777777,2.7777777777777777,11.11111111111111,-1.7807514929724837,-1.4333333333333362,-0.04492881644197344,-0.04999999999999982,-1.5,-1.5,2.7777777777777777,2.7777777777777777
2,1.6,True,1,0.0,1.0,1.0,True,11.11111111111111,-2.9641083177246728,-3.9333333333333345,0.6083666429843535,0.3200000000000003,-1.6,-1.6,2.7777777777777777,2.7777777777777777,11.11111111111111,-1.3246705009888347,-1.4333333333333362,-0.2804364493829321,-0.1599999999999997,-1.6,-1.6,2.7777777777777777,2.7777777777777777
2,1.7000000000000002,True,1,0.0,1.0,1.0,True,11.11111111111111,-3.4305156216842816,-3.9333333333333345,0.018596288919833892,0.2400000000000002,-1.7000000000000002,-1.7000000000000002,2.7777777777777777,2.7777777777777777,11.11111111111111,-2.1222305270539925,-2.2666666666666684,0.16134861214663543,-0.09999999999999964,-1.7000000000000002,-1.7000000000000002,2.7777777777777777,2.7777777777777777
3,0.0,False,0,4.0,0.0,0.0,False,11.11111111111111,-4.135000809976932,-4.100000000000002,1.3902280699599352,1.6,0.0,0.0,2.7777777777777777,2.7777777777777777,,,,,,,,,
3,0.1,False,0,4.0,0.0,0.0,False,11.11111111111111,-4.076181518770636,-4.100000000000002,1.5397357414644564,1.5100000000000002,-0.1,-0.1,2.7777777777777777,2.7777777777777777,11.11111111111111,123.73183855412712,122.56666666666716,-0.31280433057542156,-0.00999999999999579,-0.1,-0.1,2.7777777777777777,2.7777777777777777
