velocity,front_distance,lateral_velocities,Crash,Crash_front,initial_distance,PFS,CFS,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_speed,true_speed
10,2,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.027864409152638353,2.910362989418175,3.085041738142113,-1.7352528297965928,-1.8399999999999999,0.0,0.0
10,2,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.2597639827371453,2.8119715267398533,2.8402979299721114,-1.6190036987652698,-1.7199999999999998,0.0,0.0
10,2,-0.5000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.01052295862672356,3.1764460708649134,3.1502560144174216,-1.589109716251654,-1.6,0.0,0.0
10,2,-0.7000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.19939980816015346,2.7485793528820492,3.0611680269691535,-1.4417732131305279,-1.48,0.0,0.0
10,2,-0.9000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.1433052559240541,2.4109336297223587,3.087584417349917,-1.3421561316498014,-1.3599999999999999,0.0,0.0
10,2,-1.1000000000000003,False,True,6.496693121693122,0.0,0.0,True,0.21154917779772758,3.0558624636378102,3.053367481627628,-0.9086278623821897,-1.2399999999999998,0.0,0.0
10,2,-1.3000000000000003,False,True,6.496693121693122,0.0,0.0,True,0.16034965591039352,3.18658960774781,3.080595457055721,-1.2182011604424372,-1.1199999999999997,0.0,0.0
10,2,-1.5000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.0005916104965212887,2.993925603296269,3.101607042042936,-1.2293216976844,-0.9999999999999996,0.0,0.0
10,2,-1.7000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.17385032205157147,2.797273078217959,2.856512361757087,-1.1208038869033858,-0.8799999999999994,0.0,0.0
10,2,-1.9000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07559544354928083,3.0707159102279586,3.0660509219588743,-0.735312712762199,-0.7599999999999998,0.0,0.0
10,2,-2.1000000000000005,False,True,6.496693121693122,0.0,0.0,True,0.07389710404872268,2.693889926224653,3.0061420960359033,-0.5575207201827022,-0.6399999999999992,0.0,0.0
10,2,-2.3000000000000007,False,True,6.496693121693122,0.0,0.0,True,0.18899070369163784,2.639564061982001,2.870942079284597,-0.43968530411902873,-0.5199999999999996,0.0,0.0
10,2,-2.5000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.2813269700046067,2.358245124374055,3.1110132986566557,-0.19217467652935194,-0.3999999999999999,0.0,0.0
10,2,-2.7000000000000006,False,True,6.496693121693122,0.0,0.0,True,0.027366026357351636,2.3459353380942707,2.3972199164216503,-0.585166375370594,-0.2799999999999998,0.0,0.0
10,2,-2.900000000000001,False,True,6.496693121693122,0.0,0.0,True,0.01877777777777745,1.3960202963701498,1.7693597883597878,-0.1115771105979586,-0.15999999999999925,0.0,0.0
10,7,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.05287028706204888,3.2041320005183396,3.106903620163341,-1.8535406812263258,-1.6599999999999997,0.0,0.0
10,7,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.02906830627598636,2.7188768020140914,3.1083355564689414,-1.4146274483650036,-1.1800000000000002,0.0,0.0
10,7,-0.5000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.1506327230297158,2.8054769203036605,3.1389161010638373,-0.7376566731144629,-0.6999999999999997,0.0,0.0
10,7,-0.7000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.01877777777777745,1.898749460855238,1.4924486772486736,-0.05074293242012784,-0.22000000000000064,0.0,0.0
10,7,-0.9000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.09228148211299415,3.337906645508692,3.1665098639368416,-1.5914986296466733,-1.9,0.0,0.0
10,7,-1.1000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.06541216944382824,3.1462934580159434,3.3693622594637063,-1.8483564605659553,-1.9,0.0,0.0
10,7,-1.3000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.1810570843926702,3.1908471761839294,3.4618719465111525,-1.6932773623328723,-1.9,0.0,0.0
10,7,-1.5000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.12090003089862211,3.273560624628489,3.5065476776343036,-1.7979178871477346,-1.9,0.0,0.0
10,7,-1.7000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.13081816231564491,3.233178290891116,3.127185180771301,-1.5481024445575566,-1.9,0.0,0.0
10,7,-1.9000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.11505293133061129,3.4586568057976823,3.3162994752838753,-0.913995251528268,-1.9,0.0,0.0
10,7,-2.1000000000000005,False,False,6.496693121693122,0.0,0.0,True,0.0884396004583825,3.45873408237175,3.3847995142700764,-1.8402831349880668,-1.9,0.0,0.0
10,7,-2.3000000000000007,False,False,6.496693121693122,0.0,0.0,True,0.1491873276890328,2.756440765836137,3.559974390702001,-1.5395164178243244,-1.9,0.0,0.0
10,7,-2.5000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.21582000161013246,3.0007788853368744,3.3802750598183593,-1.372138787011784,-1.9,0.0,0.0
10,7,-2.7000000000000006,False,False,6.496693121693122,0.0,0.0,True,0.02659562358924142,3.5390766108213647,3.574784981209657,-1.5798811357024667,-1.9,0.0,0.0
10,7,-2.900000000000001,False,False,6.496693121693122,0.0,0.0,True,0.19000956236566646,3.1056812092781936,3.412876859438059,-1.7761556173306436,-1.9,0.0,0.0
10,12,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.13636616759696293,2.880952464597459,3.0902455956208668,-1.5329524967563743,-1.48,0.0,0.0
10,12,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.09107205730580556,3.251810251201362,3.114001526659023,-0.3742239964693277,-0.6399999999999992,0.0,0.0
10,12,-0.5000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.04213398086836176,2.7879569372243527,3.210034262931929,-1.5544037540047106,-1.9,0.0,0.0
10,12,-0.7000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.0009946068166900995,3.0756620041399305,3.5594859168401083,-1.6933903167810291,-1.9,0.0,0.0
10,12,-0.9000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.09159909313148554,3.4173805841710365,3.3806980991812434,-1.6274875984490145,-1.9,0.0,0.0
10,12,-1.1000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.019941099312283772,3.2597090901621772,3.4280205773102583,-1.7197466995363342,-1.9,0.0,0.0
10,12,-1.3000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.06588222287222589,3.287880619986902,3.3582353166699495,-1.8507316952896264,-1.9,0.0,0.0
10,12,-1.5000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.050680852640476504,3.480760975904781,3.331029356249852,-1.6989741005361632,-1.9,0.0,0.0
10,12,-1.7000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.020298062597549196,2.966751032866105,3.5072583379890947,-1.4696110965451774,-1.9,0.0,0.0
10,12,-1.9000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.12329339427384288,3.3085855289790818,3.3634841239544624,-1.692701818983133,-1.9,0.0,0.0
10,12,-2.1000000000000005,False,False,6.496693121693122,0.0,0.0,True,0.15996801530116186,3.22268789895209,3.5750285598598186,-1.7672026103715537,-1.9,0.0,0.0
10,12,-2.3000000000000007,False,False,6.496693121693122,0.0,0.0,True,0.06823562123635812,3.4764880450491287,3.44690680640006,-1.8936591814827906,-1.9,0.0,0.0
10,12,-2.5000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.007562583705658644,3.521896794766567,3.4037826143422425,-1.675196251965363,-1.9,0.0,0.0
10,12,-2.7000000000000006,False,False,6.496693121693122,0.0,0.0,True,0.09104999011886494,3.5632317266587226,3.621988086264844,-1.6652113622641438,-1.9,0.0,0.0
10,12,-2.900000000000001,False,False,6.496693121693122,0.0,0.0,True,0.21966047395754787,2.823526933258753,3.1830029680543337,-1.7974233091398524,-1.9,0.0,0.0
10,17,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.12502133552591776,3.2311673845058673,3.108285784377256,-1.4461121163832291,-1.3000000000000003,0.0,0.0
10,17,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.31277777777777716,0.8712011400129542,1.1473264550264028,-0.11239481236360871,-0.09999999999999787,0.0,0.0
10,17,-0.5000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.08921972900268274,3.4219770961093356,3.5378075981588832,-1.8213202333239427,-1.9,0.0,0.0
10,17,-0.7000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.23190255394798792,2.927602677769352,3.1693731110042,-1.8542351418098078,-1.9,0.0,0.0
10,17,-0.9000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.06528514416197878,3.4904202437064473,3.517420783656826,-1.7532447652472984,-1.9,0.0,0.0
10,17,-1.1000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.08147746667688274,3.4885219406313883,3.5812010917813755,-1.855341277562797,-1.9,0.0,0.0
