velocity,front_distance,lateral_velocities,Crash,Crash_front,initial_distance,PFS,CFS,reacted,ego_speed,perceived_gap,true_gap,perceived_lat_gap,true_lat_gap,perceived_speed,true_speed
10,2,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.8399999999999999,-1.8399999999999999,0.0,0.0
10,2,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.7199999999999998,-1.7199999999999998,0.0,0.0
10,2,-0.5000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.6,-1.6,0.0,0.0
10,2,-0.7000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.48,-1.48,0.0,0.0
10,2,-0.9000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.3599999999999999,-1.3599999999999999,0.0,0.0
10,2,-1.1000000000000003,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.2399999999999998,-1.2399999999999998,0.0,0.0
10,2,-1.3000000000000003,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-1.1199999999999997,-1.1199999999999997,0.0,0.0
10,2,-1.5000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.9999999999999996,-0.9999999999999996,0.0,0.0
10,2,-1.7000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.8799999999999994,-0.8799999999999994,0.0,0.0
10,2,-1.9000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.7599999999999998,-0.7599999999999998,0.0,0.0
10,2,-2.1000000000000005,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.6399999999999992,-0.6399999999999992,0.0,0.0
10,2,-2.3000000000000007,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.5199999999999996,-0.5199999999999996,0.0,0.0
10,2,-2.5000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.3999999999999999,-0.3999999999999999,0.0,0.0
10,2,-2.7000000000000006,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.2799999999999998,-0.2799999999999998,0.0,0.0
10,2,-2.900000000000001,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.1035499248087923,3.1035499248087923,-0.15999999999999925,-0.15999999999999925,0.0,0.0
10,7,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.0751404690042905,3.1035499248087914,3.1035499248087914,-1.6599999999999997,-1.6599999999999997,0.0,0.0
10,7,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.0751404690042905,3.1035499248087914,3.1035499248087914,-1.1800000000000002,-1.1800000000000002,0.0,0.0
10,7,-0.5000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.103549924808793,3.103549924808793,-0.6999999999999997,-0.6999999999999997,0.0,0.0
10,7,-0.7000000000000001,False,True,6.496693121693122,0.0,0.0,True,0.07514046900429172,3.103549924808793,3.103549924808793,-0.22000000000000064,-0.22000000000000064,0.0,0.0
10,7,-0.9000000000000001,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-1.1000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-1.3000000000000003,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-1.5000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-1.7000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-1.9000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-2.1000000000000005,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-2.3000000000000007,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-2.5000000000000004,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-2.7000000000000006,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,7,-2.900000000000001,False,False,6.496693121693122,0.0,0.0,True,0.012301807418309552,3.389018949555206,3.389018949555206,-1.9,-1.9,0.0,0.0
10,12,-0.1,False,True,6.496693121693122,0.0,0.0,True,0.07514046900428334,3.103549924808781,3.103549924808781,-1.48,-1.48,0.0,0.0
10,12,-0.30000000000000004,False,True,6.496693121693122,0.0,0.0,True,0.07514046900427412,3.1035499248087683,3.1035499248087683,-0.6399999999999992,-0.6399999999999992,0.0,0.0
