max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,CFS,PFS,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,7.095238095238095,0.0,0.0,0.665969628873924,True,0.11216886355073723,2.9789928829534267,3.8136329698656786,0.0,0.0
0.05,12,5,False,7.095238095238095,0.0,0.0,0.9761743795175054,True,0.016339607995932762,3.7487219244340215,4.187690124168063,0.0,0.0
0.05,12,10,False,7.095238095238095,0.0,0.0,1.0,True,0.26410708388934834,2.7992235665271155,2.8345512140622295,0.0,0.0
0.05,12,15,False,7.095238095238095,0.0,0.0,1.0,True,0.2597183683567567,2.090146280223526,2.508599591735755,0.0,0.0
0.05,12,20,False,7.095238095238095,0.0,0.0,1.0,True,0.32165169495246415,2.449436531584257,2.502406259076184,0.0,0.0
0.05,12,25,False,7.095238095238095,0.0,0.6483526528780139,1.0,True,0.08609069972714534,2.712815677359133,2.4940879784061707,0.0,0.0
0.05,12,30,False,7.095238095238095,0.0,0.0,1.0,True,0.21366878073027384,2.6013649127614116,2.509271005758709,0.0,0.0
0.05,14,0,False,7.726851851851851,0.0,0.0,0.8230969969849109,True,0.06136912257582572,3.1730024785135216,3.8104294567635053,0.0,0.0
0.05,14,5,False,7.726851851851851,0.0,0.0,1.0,True,0.12162390212889407,3.470388120491884,4.111514914829649,0.0,0.0
0.05,14,10,False,7.726851851851851,0.0,0.0,1.0,True,0.334581462597266,3.1780611841704225,3.3148265602195153,0.22821111111111114,0.179161111111111
0.05,14,15,False,7.726851851851851,0.0,1.0,1.0,True,0.3298888888888889,1.5656704190549382,2.1157629629629637,0.0,0.0
0.05,14,20,False,7.726851851851851,0.0,0.8712998396353708,1.0,True,0.3298888888888889,2.2673406430361007,2.1157629629629637,0.0,0.0
0.05,14,25,False,7.726851851851851,0.0,1.0,1.0,True,0.011539355897449144,2.0970240895680066,2.114609027373219,0.0,0.0
0.05,14,30,False,7.726851851851851,0.0,1.0,1.0,True,0.38314255254941076,1.8375041188324843,2.099786863864807,0.0,0.0
0.05,16,0,False,8.391534391534393,0.0,0.0,0.7869517884711346,True,0.011362841260955069,3.5333878005770787,3.9025353469082633,0.0,0.0
0.05,16,5,False,8.391534391534393,0.0,0.0,1.0,True,0.019235272521131663,3.440610777853048,4.164909977884402,0.0,0.0
0.05,16,10,False,8.391534391534393,0.0,0.0,1.0,True,0.7277348703602005,3.557908654331725,3.9269670417194673,0.6366166666666664,0.5875666666666666
0.05,16,15,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.2768426636225705,1.7608927248677233,0.0,0.0
0.05,16,20,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,1.955554596780587,1.6678010582010572,0.0,0.0
0.05,16,25,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,2.3128849883941704,1.6678010582010572,0.0,0.0
0.05,16,30,False,8.391534391534393,0.0,1.0,1.0,True,0.08544444444444477,1.4217702909188414,1.6678010582010572,0.0,0.0
0.05,18,0,False,9.089285714285715,0.0,0.0,0.7362514657101811,True,0.09745152779057412,3.4681265589314814,4.022035878748526,0.0,0.0
0.05,18,5,False,9.089285714285715,0.0,0.0,1.0,True,0.07985520903790294,3.2395894684264883,4.138693327517104,0.0,0.0
0.05,18,10,False,9.089285714285715,0.0,0.0,1.0,True,0.014621751085029173,3.8725414320752494,4.222931859324725,0.0,0.0
0.05,18,15,False,9.089285714285715,0.0,0.9868967756237185,1.0,True,0.24100000000000033,2.684654726380538,1.9243723809523825,0.048533333333333206,0.0
0.05,18,20,False,9.089285714285715,0.0,1.0,1.0,True,0.11450000000000016,0.8358146034964218,1.225385714285716,0.0,0.0
0.05,18,25,False,9.089285714285715,0.0,1.0,1.0,True,0.24100000000000033,1.4987841658704362,1.1747857142857168,0.0,0.0
0.05,18,30,False,9.089285714285715,0.0,1.0,1.0,True,0.24100000000000033,1.871918250649495,1.1747857142857168,0.0,0.0
0.05,20,0,False,9.82010582010582,0.0,0.0,0.7933761705265229,True,0.14981699153112593,3.2622565770437335,4.247125274714262,0.0,0.0
0.05,20,5,False,9.82010582010582,0.0,0.0,1.0,True,0.044820755627909145,3.788332695888813,4.028550912619871,0.0,0.0
0.05,20,10,False,9.82010582010582,0.0,0.0,1.0,True,0.017582373551512487,3.5368901783589513,4.009553234007835,0.0,0.0
0.05,20,15,False,9.82010582010582,0.0,0.0,1.0,True,0.4175875898743537,2.661145890439399,2.595104283340606,0.40788888888888875,0.3097888888888889
0.05,20,20,False,9.82010582010582,0.0,1.0,1.0,True,0.3468985069498378,0.7597687523433239,0.6933850909337638,0.0,0.0
0.05,20,25,False,9.82010582010582,0.0,1.0,1.0,True,0.39655555555555533,-0.42792675444979356,0.6437280423280436,0.0,0.0
0.05,20,30,False,9.82010582010582,0.0,1.0,1.0,True,0.1640555555555553,1.066039536532208,0.8362280423280444,0.0,0.0
