max_deceleration,velocity,lead_speed_delta,Crash,initial_distance,speed_difference,reacted,ego_speed,perceived_gap,true_gap,perceived_speed,true_speed
0.05,12,0,False,6.666666666666666,0.0,True,3.0133333333333328,6.583648822208654,6.634086666666666,2.940933333333333,2.940933333333333
0.05,12,5,False,6.666666666666666,0.0,True,1.5883333333333323,5.406298734816491,5.043521111111111,1.4048944444444444,1.3558444444444442
0.05,12,10,False,6.666666666666666,0.0,True,0.15653933333333214,3.682836446119059,3.134032733333332,0.06505555555555553,0.0
0.05,12,15,False,6.666666666666666,0.0,True,0.15653933333333214,3.0583441369562143,2.7910960666666655,0.0,0.0
0.05,12,20,False,6.666666666666666,0.0,True,0.15653933333333214,2.540860809409943,2.7910960666666655,0.0,0.0
0.05,12,25,False,6.666666666666666,0.0,True,0.15653933333333214,3.1210088483817655,2.7910960666666655,0.0,0.0
0.05,12,30,False,6.666666666666666,0.0,True,0.15653933333333214,3.160770155027561,2.7910960666666655,0.0,0.0
0.05,14,0,False,7.777777777777778,0.0,True,3.5688888888888886,7.095305890950576,7.745197777777778,3.496488888888889,3.496488888888889
0.05,14,5,False,7.777777777777778,0.0,True,2.1438888888888883,5.450337548195207,6.154632222222221,1.96045,1.9114
0.05,14,10,False,7.777777777777778,0.0,True,0.7120948888888882,4.20647946267903,4.220515511111111,0.4244111111111111,0.4244111111111111
0.05,14,15,False,7.777777777777778,0.0,True,0.7120948888888882,2.7946726865440104,3.068873844444444,0.0,0.0
0.05,14,20,False,7.777777777777778,0.0,True,0.7120948888888882,3.200927878983797,3.068873844444444,0.0,0.0
0.05,14,25,False,7.777777777777778,0.0,True,0.7120948888888882,3.679295443407523,3.068873844444444,0.0,0.0
0.05,14,30,False,7.777777777777778,0.0,True,0.7120948888888882,3.028616027697761,3.068873844444444,0.0,0.0
0.05,16,0,False,8.88888888888889,0.0,True,4.124444444444444,6.9627063979528865,8.856308888888886,4.199194444444444,4.052044444444444
0.05,16,5,False,8.88888888888889,0.0,True,2.6994444444444436,7.81020401334071,7.265743333333334,2.516005555555555,2.4669555555555553
0.05,16,10,False,8.88888888888889,0.0,True,1.2676504444444432,4.728084400648002,5.331626622222225,1.0780666666666665,0.9799666666666664
0.05,16,15,False,8.88888888888889,0.0,True,0.5083564444444432,3.211943292591953,3.388907644444445,0.0,0.0
0.05,16,20,False,8.88888888888889,0.0,True,0.5083564444444432,3.430871577325445,3.295815977777779,0.0,0.0
0.05,16,25,False,8.88888888888889,0.0,True,0.5083564444444432,3.780505479463815,3.295815977777779,0.0,0.0
0.05,16,30,False,8.88888888888889,0.0,True,0.5083564444444432,3.2523273876467824,3.295815977777779,0.0,0.0
0.05,18,0,False,10.0,0.0,True,4.68,8.91154125921453,9.96742,4.75475,4.6076
0.05,18,5,False,10.0,0.0,True,3.254999999999999,7.6776172094214745,8.376854444444447,3.0715611111111114,3.022511111111111
0.05,18,10,False,10.0,0.0,True,1.8232059999999986,6.197559905986187,6.4427377333333355,1.5355222222222222,1.5355222222222222
0.05,18,15,False,10.0,0.0,True,0.3046179999999984,4.4459051001558345,4.237163066666668,0.09758333333333313,0.048533333333333206
0.05,18,20,False,10.0,0.0,True,0.3046179999999984,3.3105272350276183,3.4875764000000027,0.0,0.0
0.05,18,25,False,10.0,0.0,True,0.3046179999999984,3.8411014833857093,3.4875764000000027,0.0,0.0
0.05,18,30,False,10.0,0.0,True,0.3046179999999984,2.5483960745724508,3.4875764000000027,0.0,0.0
0.05,20,0,False,11.11111111111111,0.0,True,5.235555555555555,10.215736470519069,11.078531111111111,5.261255555555556,5.163155555555555
0.05,20,5,False,11.11111111111111,0.0,True,3.8105555555555544,10.007128993917352,9.487965555555558,3.676166666666667,3.578066666666667
0.05,20,10,False,11.11111111111111,0.0,True,2.378761555555554,7.074490343496618,7.553848844444446,2.2872777777777777,2.0910777777777776
0.05,20,15,False,11.11111111111111,0.0,True,0.8601735555555537,5.6404358564825126,5.348274177777779,0.6040888888888888,0.6040888888888888
0.05,20,20,False,11.11111111111111,0.0,True,0.10087955555555372,3.2207126994101927,3.644155111111113,0.0,0.0
0.05,20,25,False,11.11111111111111,0.0,True,0.10087955555555372,3.8343512200777115,3.644155111111113,0.0,0.0
0.05,20,30,False,11.11111111111111,0.0,True,0.10087955555555372,3.4855581747385482,3.644155111111113,0.0,0.0
0.05,22,0,False,12.222222222222221,0.0,True,5.79111111111111,11.368349627108252,12.189642222222222,5.71871111111111,5.71871111111111
0.05,22,5,False,12.222222222222221,0.0,True,4.36611111111111,10.024733246678423,10.599076666666669,4.182672222222222,4.133622222222222
0.05,22,10,False,12.222222222222221,0.0,True,2.9343171111111093,8.351999615494137,8.66495995555556,2.695683333333333,2.646633333333333
0.05,22,15,False,12.222222222222221,0.0,True,1.415729111111109,7.1373341797379455,6.45938528888889,1.3067944444444444,1.1596444444444445
0.05,22,20,False,12.222222222222221,0.0,True,0.656435111111109,4.417656139494791,4.098202888888891,0.0,0.0
0.05,22,25,False,12.222222222222221,0.0,True,0.656435111111109,3.1712637074231322,3.7552662222222244,0.0,0.0
0.05,22,30,False,12.222222222222221,0.0,True,0.656435111111109,3.5894563575660348,3.7552662222222244,0.0,0.0
0.05,24,0,False,13.333333333333332,0.0,True,6.346666666666666,11.265728231216187,13.30075333333333,6.372366666666666,6.274266666666666
0.05,24,5,False,13.333333333333332,0.0,True,4.921666666666665,12.236979341668597,11.710187777777776,4.689177777777777,4.689177777777777
0.05,24,10,False,13.333333333333332,0.0,True,3.4898726666666646,8.623405242565362,9.776071066666667,3.300288888888889,3.2021888888888888
0.05,24,15,False,13.333333333333332,0.0,True,1.9712846666666644,6.707702376592466,7.570496400000001,1.7642499999999999,1.7151999999999998
0.05,24,20,False,13.333333333333332,0.0,True,0.4526966666666642,4.910566488459918,5.093463777777779,0.37536111111111103,0.22821111111111114
0.05,24,25,False,13.333333333333332,0.0,True,0.4526966666666642,3.083252272706223,3.8211076666666672,0.0,0.0
0.05,24,30,False,13.333333333333332,0.0,True,0.4526966666666642,4.321039134538549,3.8211076666666672,0.0,0.0
0.05,26,0,False,14.444444444444445,0.0,True,6.902222222222222,11.728230002766882,14.411864444444443,6.976972222222222,6.829822222222222
0.05,26,5,False,14.444444444444445,0.0,True,5.477222222222221,11.639767913866784,12.821298888888887,5.342833333333333,5.244733333333333
0.05,26,10,False,14.444444444444445,0.0,True,4.045428222222221,9.797281992358169,10.887182177777778,3.9048944444444444,3.7577444444444446
0.05,26,15,False,14.444444444444445,0.0,True,2.526840222222221,8.443157659743271,8.68160751111111,2.319805555555555,2.270755555555555
0.05,26,20,False,14.444444444444445,0.0,True,1.0082522222222208,6.780552925290233,6.204574888888888,0.7837666666666665,0.7837666666666665
0.05,26,25,False,14.444444444444445,0.0,True,0.24895822222222075,4.044882167007299,3.944859066666667,0.0,0.0
